Film_title,Release_year,Director,Genres,Owner_rating,Average_rating,Runtime,Countries,Original_Language,Spoken_Languages,Watches,List_Appearances,Likes,Cast,Studios,Letterboxd URL
Spider-Man: No Way Home,2021,Jon Watts,"['Action', 'Adventure', 'Science Fiction']",4,3.86,148,['USA'],English,"['English', 'Tagalog']",2468829,378449,987848,"['Tom Holland', 'Zendaya', 'Benedict Cumberbatch', 'Jacob Batalon', 'Jon Favreau', 'Jamie Foxx', 'Willem Dafoe', 'Alfred Molina', 'Benedict Wong', 'Tony Revolori', 'Marisa Tomei', 'Andrew Garfield', 'Tobey Maguire', 'Angourie Rice', 'Arian Moayed', 'Paula Newsome', 'Hannibal Buress', 'Martin Starr', 'J.B. Smoove', 'J.K. Simmons', 'Rhys Ifans', 'Charlie Cox', 'Thomas Haden Church', 'Emily Fong', 'Mary Rivera', 'Rudy Eisenzopf', 'Kathleen Cardoso', 'Jonathan Sam', 'Andrew Dunlap', 'Ben VanderMey', 'Zany Dunlap', 'B. Clutch Dunlap', 'Minnah Dunlap', 'Gary Weeks', 'Gregory Konow', 'Carol Anne Dines', 'Anisa Nyell Johnson', 'Willie Burton', 'Mallory Hoff', 'Greg Clarkson', 'Regina Ting Chen', 'Robert Mitchel Owenby', 'Glenn Keogh', 'Paris Benjamin', 'Jwaundace Candece', 'Taylor St. Clair', 'Gabriella Cila', 'Darnell Appling', 'Rolando Fernandez', 'Edward Force', 'Michael Le', 'Dean Meminger', 'Frederick A. Brown', 'Cristo Fernández', 'Clay Savage', 'Tom Hardy', 'Jake Gyllenhaal', 'Jay Karales', 'Gina Aponte', 'John Barnes', 'Harry Holland', 'Haroon Khan', 'John M. Maiers']","['Marvel Studios', 'Pascal Pictures', 'Columbia Pictures']",https://letterboxd.com//film/spider-man-no-way-home/
The Menu,2022,Mark Mylod,"['Comedy', 'Thriller', 'Horror']",3.5,3.55,107,['USA'],English,"['English', 'Spanish']",1808154,197264,562038,"['Anya Taylor-Joy', 'Ralph Fiennes', 'Nicholas Hoult', 'Janet McTeer', 'Paul Adelstein', 'Rob Yang', 'Aimee Carrero', 'John Leguizamo', 'Arturo Castro', 'Reed Birney', 'Hong Chau', 'Judith Light', 'Mark St. Cyr', 'Rebecca Koon', 'Peter Grosz', 'Christina Brucato', 'Adam Aalderks', 'Jon Paul Allyn', 'Mel Fair', 'Cristian Gonzalez', 'Matthew Cornwell', 'John Wilkins III', 'John Cola', 'Michael A. Dean', 'Marcus Aveons Duncan', 'Alexander Goldstein', 'Grant Henley', 'Brandon Herron', 'Elbert Kim', 'Melisa Lopez', 'A. Jae Michele', 'Jay Shadix', 'Rachel Trautmann', 'Victor Zheng']","['Hyperobject Industries', 'Searchlight Pictures', 'Gary Sanchez Productions', 'TSG Entertainment']",https://letterboxd.com//film/the-menu-2022/
Dune,2021,Denis Villeneuve,"['Science Fiction', 'Adventure']",3,3.89,155,['USA'],English,"['English', 'Chinese']",1942262,251980,707931,"['Timothée Chalamet', 'Rebecca Ferguson', 'Oscar Isaac', 'Josh Brolin', 'Stellan Skarsgård', 'Dave Bautista', 'Sharon Duncan-Brewster', 'Stephen McKinley Henderson', 'Zendaya', 'Chang Chen', 'Charlotte Rampling', 'Jason Momoa', 'Javier Bardem', 'David Dastmalchian', 'Babs Olusanmokun', 'Golda Rosheuvel', 'Roger Yuan', 'Benjamin Clémentine', 'Souad Faress', 'Seun Shote', 'Neil Bell', 'Oliver Ryan', 'Stephen Collins', 'Charlie Rawes', 'Richard Carter', 'Benjamin Dilloway', 'Elmi Rashid Elmi', 'Tachia Newall', 'Gloria Obianyo', 'Fehinti Balogun', 'Dora Kápolnai-Schvab', 'Joelle', 'Jimmy Walker', 'Paul Bullion', 'Milena Sidorova', 'János Timkó', 'Jean Gilpin', 'Marianne Faithfull', 'Ellen Dubin']",['Legendary Pictures'],https://letterboxd.com//film/dune-2021/
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,"['Science Fiction', 'Romance', 'Drama']",4,4.24,108,['USA'],English,['English'],2020870,305162,854887,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paulie Litt', 'Amir Ali Said', 'Lauren Adler']","['Focus Features', 'Anonymous Content', 'This Is That']",https://letterboxd.com//film/eternal-sunshine-of-the-spotless-mind/
Saltburn,2023,Emerald Fennell,"['Comedy', 'Drama', 'Thriller']",4,3.5,131,"['UK', 'USA']",English,['English'],1288894,162576,386249,"['Barry Keoghan', 'Jacob Elordi', 'Rosamund Pike', 'Richard E. Grant', 'Alison Oliver', 'Archie Madekwe', 'Carey Mulligan', 'Paul Rhys', 'Ewan Mitchell', 'Sadie Soverall', 'Richard Cotterell', 'Millie Kent', 'Will Gibson', 'Tasha Lim', 'Aleah Aberdeen', 'Matthew Carver', 'Reece Shearsmith', 'Gabriel Bisset-Smith', 'Saga Spjuth-Säll', 'Glyn Grimstead', 'Joshua Samuels', 'Julian Lloyd Patten', 'Olivia Hanrahan-Barnes', 'Lolly Adefope', 'Joshua McGuire', 'Dorothy Atkinson', 'Shaun Dooley', 'Tomás Barry', 'Andy Brady', 'Seth MacFarlane']","['LuckyChap Entertainment', 'MRC', 'Lie Still']",https://letterboxd.com//film/saltburn/
10 Things I Hate About You,1999,Gil Junger,"['Comedy', 'Romance', 'Drama']",4,3.96,97,['USA'],English,"['English', 'French']",1783437,232907,708060,"['Heath Ledger', 'Julia Stiles', 'Joseph Gordon-Levitt', 'Larisa Oleynik', 'David Krumholtz', 'Andrew Keegan', 'Susan May Pratt', 'Gabrielle Union', 'Larry Miller', 'Daryl Mitchell', 'Allison Janney', 'David Leisure', 'Greg Jackson', 'Kyle Cease', 'Terence Heuston', 'Cameron Fraser', 'Eric Riedmann', 'Quinn Maixner', 'Demegio Kimbrough', 'Todd Butler', 'Dennis Mosley', 'Bianca Kajlich', 'Nick Vukelic', 'Ben Laurance', 'Aidan Kennedy', 'Jelani Quinn', 'Jesse Dyer', 'Aaron Therol', 'Carlos Lacámara', 'Heather Taylor', 'Joshua Thorpe', 'J.R. Johnson', 'Wendy Gottlieb', 'Brian Hood', 'Travis Muller', 'Ari Karczag', 'Laura Kenny', 'Alice Evans', 'Jesper Inglis', 'Nick Brown', 'Monique Powell', 'Brian Mashburn', 'Kay Hanley', 'Michael Eisenstein']","['Mad Chance', 'Jaret Entertainment']",https://letterboxd.com//film/10-things-i-hate-about-you/
Titanic,1997,James Cameron,"['Drama', 'Romance']",4,3.8,194,['USA'],English,"['English', 'French', 'German', 'Swedish', 'Italian', 'Russian']",2339817,193321,559162,"['Leonardo DiCaprio', 'Kate Winslet', 'Billy Zane', 'Kathy Bates', 'Frances Fisher', 'Gloria Stuart', 'Victor Garber', 'Bill Paxton', 'Bernard Hill', 'David Warner', 'Jonathan Hyde', 'Lewis Abernathy', 'Suzy Amis', 'Nicholas Cascone', 'Danny Nucci', 'Jason Barry', 'Lew Palter', 'Eric Braeden', 'Ewan Stewart', 'Bernard Fox', 'Ioan Gruffudd', 'Jonny Phillips', 'Edward Fletcher', 'Scott G. Anderson', 'Martin East', 'Gregory Cooke', 'Alexandrea Owens', 'Seth Adkins', 'Michael Ensign', 'Anatoly M. Sagalevitch', 'Martin Hub', 'Mark Lindsay Chapman', 'Richard Graham', 'Paul Brightwell', 'Craig Kelly', 'Ron Donachie', 'Charlotte Chatton', 'Fannie Brett', 'Jenette Goldstein', 'Camilla Overbye Roos', 'Linda Kerns', 'Amy Gaipa', 'Martin Jarvis', 'Rosalind Ayres', 'Rochelle Rose', 'Jonathan Evans-Jones', 'Rocky Taylor', 'Liam Tuohy', 'Simon Crane', 'James Lancaster', 'Elsa Raven', 'Reece P. Thompson III', 'Laramie Landis', 'Mark Rafael Truitt', 'John Walcutt', 'Terry Forrestal', 'Derek Lea', 'Richard Ashton', 'Sean Nepita', 'Brendan Connolly', 'David Cronnelly', 'Garth Wilton', 'Richard Fox', 'Nick Meaney', 'Kevin Owers', 'Mark Capri', 'Marc Cass', 'Paul Herbert', 'Emmett James', 'Chris Byrne', 'Oliver Page', 'James Garrett', 'Erik Holland', 'Jari Kinnunen', 'Anders Falk', 'Barry Dennen', 'Vern Urich', 'Rebecca Klingler', ""Tricia O'Neil"", 'Kathleen S. Dunn', 'Romeo Francis', 'Mandana Marino', 'Van Ling', 'Bjørn Olsen', 'Dan Pettersson', 'Shay Duffin', 'Greg Ellis', 'Diana Morgan', 'Kris Andersson', 'Bobbie Bates', 'Aaron James Cash', 'Anne Fletcher', 'Edmond Alan Forsyth', 'Andie Hicks', 'Scott Hislop', 'Stan Mazin', 'Lisa Ratzin', 'Julene Renee', 'Brian Walsh', 'Alexandra Boyd', 'James Cameron', 'Mike Butters', 'Bruno Campolo', 'Kevin De La Noy', 'Tony Kenny', 'Sean Lawlor', 'Don Lynch', 'Johnny Martin', 'Ryan McClurkin', 'Meghan McLeod', ""Mike O'Neal"", 'Phil Parlapiano', 'Steven Quale', 'R. Gern Trowbridge', 'Olivia Rosewood', 'John Slade', 'Brian McDermott', 'Bret Aaron Knower']","['Paramount', '20th Century Fox', 'Lightstorm Entertainment']",https://letterboxd.com//film/titanic-1997/
Inside Out,2015,Pete Docter,"['Comedy', 'Family', 'Animation', 'Adventure', 'Drama']",4,3.81,95,['USA'],English,['English'],2416772,185120,661939,"['Amy Poehler', 'Phyllis Smith', 'Bill Hader', 'Lewis Black', 'Mindy Kaling', 'Richard Kind', 'Kaitlyn Dias', 'Diane Lane', 'Kyle MacLachlan', 'Bobby Moynihan', 'Paula Poundstone', 'Paula Pell', 'Dave Goelz', 'Frank Oz', 'Josh Cooley', 'Flea', 'John Ratzenberger', 'Carlos Alazraqui', 'Peter Sagal', 'Rashida Jones', 'Lori Alan', 'Gregg Berger', 'Veronika Bonell', 'John Cygan', 'Laraine Newman']","['Pixar', 'Walt Disney Pictures']",https://letterboxd.com//film/inside-out-2015/
Avatar,2009,James Cameron,"['Fantasy', 'Science Fiction', 'Adventure', 'Action']",3.5,3.54,162,"['USA', 'UK']",English,"['English', 'Spanish']",2212375,136892,479817,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Michelle Rodriguez', 'Giovanni Ribisi', 'Joel David Moore', 'CCH Pounder', 'Wes Studi', 'Laz Alonso', 'Dileep Rao', 'Matt Gerald', 'Sean Anthony Moran', 'Jason Whyte', 'Scott Lawrence', 'Kelly Kilgour', 'James Patrick Pitt', 'Sean Patrick Murphy', 'Peter Dillon', 'Kevin Dorman', 'Kelson Henderson', 'David Van Horn', 'Jacob Tomuri', 'Michael Blain-Rozgay', 'Jon Curry', 'Julene Renee', 'Luke Hawker', 'Woody Schultz', 'Peter Mensah', 'Sonia Yee', 'Jahnel Curfman', 'Ilram Choi', 'Kyla Warren', 'Lisa Roumain', 'Debra Wilson', 'Taylor Kibby', 'Jodie Landau', 'Chris Mala', 'Julie Lamm', 'Cullen B. Madden', 'Joseph Brady Madden', 'Frankie Torres', 'Austin Wilson', 'Sara Wilson', 'Tamica Washington-Miller', 'Lucy Briant', 'Nathan Meister', 'Gerry Blair', 'Matthew Chamberlain', 'Paul Yates', 'Wray Wilson', 'James Gaylyn', 'Melvin Leno Clark III', 'Carvon Futrell', 'Brandon Jelkes', 'Micah Moch', 'Haniyyah Tahirah', 'Christopher Nolen', 'Christa Oliver', 'April Marie Thomas', 'Bravita A. Threatt', 'Alicia Vela-Bailey', 'Larry Rew', 'Dina Morrone', 'Rodney Cook']","['Dune Entertainment', 'Lightstorm Entertainment', '20th Century Fox', 'Ingenious Media']",https://letterboxd.com//film/avatar/
Harry Potter and the Philosopher's Stone,2001,Chris Columbus,"['Adventure', 'Fantasy']",4,3.74,152,"['UK', 'USA']",English,['English'],2256432,182266,573517,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Tom Felton', 'Alan Rickman', 'Robbie Coltrane', 'Maggie Smith', 'Richard Griffiths', 'Ian Hart', 'Fiona Shaw', 'John Hurt', 'David Bradley', 'Matthew Lewis', 'Sean Biggerstaff', 'Warwick Davis', 'Harry Melling', 'James Phelps', 'Oliver Phelps', 'John Cleese', 'Chris Rankin', 'Alfred Enoch', 'Devon Murray', 'Jamie Waylett', 'Josh Herdman', 'Zoë Wanamaker', 'Julie Walters', 'Bonnie Wright', 'Luke Youngblood', 'Verne Troyer', 'Adrian Rawlins', 'Geraldine Somerville', 'Elizabeth Spriggs', 'Richard Bremmer', 'Nina Young', 'Terence Bayler', 'Harry Taylor', 'Leslie Phillips', 'Simon Fisher-Becker', 'Derek Deadman', 'Ray Fearon', 'Eleanor Columbus', 'Ben Borowiecki', 'Danielle Tabor', 'Leilah Sutherland', 'Emily Dale', 'Will Theakston', 'Saunders Triplets', 'David Holmes', 'Jean Southern', 'Kieri Kennedy', 'Leila Hoffman', 'Julianne Hough', 'Zoe Sugg', 'Jimmy Vee', 'Derek Hough', 'Dani Harmer', 'Mark Ballas', 'Paul Marc Davis', 'Violet Columbus', 'Paul Grant', 'Scot Fearn']","['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']",https://letterboxd.com//film/harry-potter-and-the-philosophers-stone/
Marriage Story,2019,Noah Baumbach,['Drama'],3,4.0,137,['UK'],English,['English'],1302301,181679,435050,"['Adam Driver', 'Scarlett Johansson', 'Laura Dern', 'Alan Alda', 'Ray Liotta', 'Julie Hagerty', 'Merritt Wever', 'Azhy Robertson', 'Wallace Shawn', 'Martha Kelly', ""Mark O'Brien"", 'Julia Greer', 'Matthew Maher', 'Eric Berryman', 'Mickey Sumner', 'Jasmine Cephas Jones', 'Gideon Glick', 'Motell Gyn Foster', 'David Turner', 'Raymond J. Lee', 'Mary Wiseman', 'Pete Simpson', 'Irene Choi', 'Matthew Shear', 'Becca Blackwell', 'Brooke Bloom', 'Hannah Dunne', 'McKinley Belcher III', 'Roslyn Ruff', 'Santiago Mallan', 'Robert Smigel', 'Amanda Rovner', 'Carlos Jacott', 'Sarah Jones', 'Dean Wareham', 'Bashir Salahuddin', 'Vinny Chhibber', 'Ayden Mayeri', 'Erin Evans', 'Lucas Neff', 'Annie Hamilton', 'Tunde Adebimpe', 'Jordyn Curet', 'Justin Claiborne', 'Kyle Bornheimer', 'Pilar Holland', 'Emily Cass McDonnell', 'Andrew Steven Hernandez', 'Amir Talai', 'Juan Alfonso', 'Connie Marie Flores', 'Jeremy Barber', 'Rich Fulcher', 'Mary Hollis Inboden', 'Peter Oliver', 'Bill Blair']",['Heyday Films'],https://letterboxd.com//film/marriage-story-2019/
The Hunger Games: The Ballad of Songbirds & Snakes,2023,Francis Lawrence,"['Science Fiction', 'Drama', 'Action']",3,3.62,157,['USA'],English,['English'],756412,104390,259147,"['Tom Blyth', 'Rachel Zegler', 'Peter Dinklage', 'Jason Schwartzman', 'Hunter Schafer', 'Josh Andrés Rivera', 'Viola Davis', 'Fionnula Flanagan', 'Mackenzie Lansing', 'Isobel Jesper Jones', 'Ashley Liao', 'Jerome Lance', 'Knox Gibson', 'Aamer Husain', 'Nick Benson', 'Lilly Cooper', 'Luna Steeples', 'Max Raphael', 'Hiroki Berrecloth', 'Zoë Renee', 'Ayomide Adegun', 'Kaitlyn Akinpelumi', 'Sofia Sanchez', 'Amélie Hoeferle', 'Irene Böhm', 'Cooper Dillon', 'Luna Kuse', 'Kjell Brutscheidt', 'Dimitri Abold', 'Athena Strates', 'Dakota Shapiro', 'George Somner', 'Vaughan Reilly', 'Flora Thiemann', 'Honor Gillies', 'Eike Onyambu', 'Konstantin Taffet', 'Burn Gorman', 'Scott Folan', 'Carl Spencer', 'Michael Greco', 'Daniela Grubert', 'Victoria Paige Watkins', 'Clemens Schick', 'Dexter Sol Ansell', 'Rosa Gotzler', 'Joshua Kantara', 'Florian Burgkart', 'Aaron Finn Schultz', 'Mekyas Mulugeta', 'Emma Frieda Brüggler', 'Yalany Marschner', 'Serena Oexle', 'Anni Baumann', 'Seyna Sylla', 'Aminata Lucia Yade Toscano', 'Levi Strasser', 'Chieloka Jairus', 'Tim Torok', 'Varvara Kanellakopoulou', 'Marc Aden Gray', 'Cameron MacConomy', 'Ghaith Saleh', 'Riley Chung', 'Denise Hansen', 'Raphael Zari', 'Mona Vojacek Koper', 'Steven McMichael', 'Donald Sutherland', 'Jonas Martens']","['Lionsgate', 'Color Force']",https://letterboxd.com//film/the-hunger-games-the-ballad-of-songbirds-snakes/
The Lion King,1994,"Roger Allers, Rob Minkoff","['Animation', 'Family', 'Drama']",4,4.21,89,['USA'],English,['English'],2031030,157949,519771,"['Matthew Broderick', 'Moira Kelly', 'Nathan Lane', 'Ernie Sabella', 'Robert Guillaume', 'Rowan Atkinson', 'James Earl Jones', 'Jeremy Irons', 'Jonathan Taylor Thomas', 'Niketa Calame-Harris', 'Whoopi Goldberg', 'Cheech Marin', 'Jim Cummings', 'Madge Sinclair', 'Zoe Leader', 'Frank Welker', 'Cathy Cavadini', 'Judi M. Durand', 'Daamen J. Krall', 'David McCharen', 'Mary Linda Phillips', 'Phil Proctor', 'David J. Randolph', 'Brian Tochi']","['Walt Disney Pictures', 'Walt Disney Feature Animation']",https://letterboxd.com//film/the-lion-king/
Pirates of the Caribbean: The Curse of the Black Pearl,2003,Gore Verbinski,"['Fantasy', 'Adventure', 'Action']",4,3.9,143,['USA'],English,['English'],1611860,116274,377135,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Geoffrey Rush', 'Jack Davenport', 'Jonathan Pryce', 'Lee Arenberg', 'Mackenzie Crook', ""Damian O'Hare"", 'Giles New', 'Angus Barnett', 'David Bailie', 'Michael Berry Jr.', 'Isaac C. Singleton Jr.', 'Kevin McNally', 'Treva Etienne', 'Zoe Saldaña', 'Guy Siner', 'Ralph P. Martin', 'Paula J. Newman', 'Paul Keith', 'Dylan Smith', 'Lucinda Dryzek', 'Luke de Woolfson', 'Michael Sean Tighe', 'Greg Ellis', 'Dustin Seavey', 'Christian Martin', 'Israel Aduramo', 'Trevor Goddard', 'Vince Lozano', 'Ben Wilson', 'Antonio Valentino', 'Lauren Maher', 'Matthew Bowyer', 'Brye Cooper', 'Mike Babcock', 'Owen Finnegan', 'Ian McIntyre', 'Vanessa Branch', 'Sam Roberts', 'Ben Roberts', 'Martin Klebba', 'Félix Castro', 'Mike Haberecht', 'Rudolph McCollum', 'Gerard J. Reyes', 'M. Scott Shields', 'Christopher Sullivan', 'Craig Thomson', 'Fred Toft', 'D.P. FitzGerald', 'Jerry Gauny', 'Maxie J. Santillan Jr.', 'Michael Earl Lane', 'Tobias McKinney', 'David Patykewich', 'Tommy Schooler', 'Michael A. Thompson', 'Michael W. Williams', 'José Zelaya', 'Finneus Egan', 'Don LaDaga', 'LeJon Stewart', 'Christopher S. Capp', 'Gregory Ryan Alosio', 'Jordi Caballero', 'Tamara Castle', 'Paul Gagné', 'Joe Grisaffi', 'James McAuley']","['Walt Disney Pictures', 'Jerry Bruckheimer Films']",https://letterboxd.com//film/pirates-of-the-caribbean-the-curse-of-the-black-pearl/
The Pianist,2002,Roman Polanski,"['Drama', 'War']",4,4.36,150,"['France', 'Germany', 'Poland', 'UK']",English,"['English', 'German', 'Polish', 'Russian']",828858,114292,247756,"['Adrien Brody', 'Thomas Kretschmann', 'Frank Finlay', 'Maureen Lipman', 'Emilia Fox', 'Ed Stoppard', 'Julia Rayner', 'Jessica Kate Meyer', 'Michal Zebrowski', 'Wanja Mues', 'Richard Ridings', 'Nomi Sharron', 'Anthony Milner', 'Lucy Skeaping', 'Roddy Skeaping', 'Ben Harlan', 'Thomas Lawinky', 'Joachim Paul Assböck', 'Roy Smiles', 'Paul Bradley', 'Daniel Caltagirone', 'Andrzej Blumenfeld', 'Zbigniew Zamachowski', 'Detlev von Wangenheim', 'Popeck', 'Zofia Czerwińska', 'Udo Kroschwald', 'Uwe Rathsam', 'Joanna Brodzik', 'Katarzyna Bargiełowska', 'Maja Ostaszewska', 'John Bennett', 'Cyril Shaps', 'Wojciech Smolarz', 'Lech Mackiewicz', 'Ruth Platt', 'Peter Rappenglück', 'Ronan Vibert', 'Krzysztof Pieczyński', 'Katarzyna Figura', 'Valentine Pelka', 'Andrew Tiernan', 'Tom Strauss', 'Cezary Kosiński', 'Paweł Burczyk', 'Nina Franoszek', 'John Keogh', 'Rafał Mohr', 'Andrzej Pieczyński', 'Morgane Polanski', 'Grzegorz Artman', 'Adam Bauman', 'Andrzej Szenajch', 'Zbigniew Dziduch', 'Marian Dziędziel', 'Jerzy Góralczyk', 'Jarosław Kopaczewski', 'Patrick Lanagan', 'Dorota Liliental', 'Norbert Rakowski', 'Piotr Siejka', 'Tomasz Tyndyk', 'Andrzej Walden', 'Zbigniew Waleryś', 'Maciej Winkler', 'Tadeusz Wojtych', 'Andrzej Zieliński', 'Paweł Małaszyński', 'Axel Prahl', 'Borys Szyc', 'Rafał Dajbor', 'Adrian Hood', 'Ryszard Kluge', 'Maciej Kowalewski', 'Pawel Zdun', 'Jacek Wolszczak', 'Malgorzata Trybalska', 'Dawid Szurmiej', 'Izabella Szolc']","['Canal+ Polska', 'Bac Films', 'Heritage Films', 'Studio Babelsberg', 'Agencja Produkcji Filmowej', 'FFF Bayern', 'Filmboard Berlin-Brandenburg (FBB)', 'R.P. Productions', 'StudioCanal', 'Canal+', 'TVP', 'Runteam', 'FFA']",https://letterboxd.com//film/the-pianist/
Star Wars: The Rise of Skywalker,2019,J.J. Abrams,"['Adventure', 'Action', 'Science Fiction']",3,2.37,142,['USA'],English,['English'],1288149,176336,169845,"['Carrie Fisher', 'Mark Hamill', 'Daisy Ridley', 'Adam Driver', 'John Boyega', 'Oscar Isaac', 'Anthony Daniels', 'Naomi Ackie', 'Domhnall Gleeson', 'Richard E. Grant', ""Lupita Nyong'o"", 'Keri Russell', 'Joonas Suotamo', 'Kelly Marie Tran', 'Ian McDiarmid', 'Billy Dee Williams', 'Greg Grunberg', 'Shirley Henderson', 'Billie Lourd', 'Dominic Monaghan', 'Hassan Taj', 'Lee Towersey', 'Brian Herring', 'Dave Chapman', 'Richard Guiver', 'Lynn Robertson Bruce', 'J.J. Abrams', 'Claire Roi Harvey', 'Richard Coombs', 'Matt Denton', 'Nick Kellington', 'Mandeep Dhillon', 'Alison Rose', 'Amanda Lawrence', 'Tanya Moodie', 'Simon Paisley Day', 'Geff Francis', 'Amanda Hale', 'Amir El-Masry', 'Aidan Cook', 'Martin Wilde', 'Anton Simpson-Tidy', 'Lukaz Leong', 'Tom Rodgers', 'Joe Kennard', 'Ashley Beck', 'Bryony Miller', 'Cyril Nri', 'Angela Christian', 'Indra Ové', 'Richard Bremmer', 'Richard Durden', 'Andrew Havill', 'Nasser Memarzia', 'Patrick Kennedy', 'Aaron Neil', 'Joe Hewetson', 'Raghad Chaar', 'Mimî M. Khayisa', 'Tom Wilton', 'Chris Terrio', 'Kiran Shah', 'Debra Wilson', 'Josef Altin', 'Vinette Robinson', 'Mike Quinn', 'Bill Kipsang Rotich', 'Ann Firbank', 'Diana Kent', 'Warwick Davis', 'Harrison Davis', 'Elliot Hawkes', 'Philicia Saunders', 'John Williams', 'Nigel Godrich', 'Dhani Harrison', 'J.D. Dillard', 'Dave Hearn', 'Rochenda Sandall', 'Jacob Fortune-Lloyd', 'Andreea Diac', 'Liam Cook', 'Denis Lawson', 'Carolyn Hennesy', 'Paul Kasey', 'Matthew Wood', 'James Earl Jones', 'Andy Serkis', 'Josefine Irrera Jackson', 'Cailey Fleming', 'Jodie Comer', 'Billy Howle', 'Hayden Christensen', ""Olivia d'Abo"", 'Ashley Eckstein', 'Jennifer Hale', 'Samuel L. Jackson', 'Ewan McGregor', 'Alec Guinness', 'Frank Oz', 'Angelique Perrin', 'Freddie Prinze Jr.', 'Liam Neeson', 'Harrison Ford', 'Lin-Manuel Miranda', 'Ed Sheeran', 'Gerald W. Abrams', 'Jeff Garlin', 'Karl Urban', 'Kevin Smith']","['Lucasfilm Ltd.', 'Bad Robot']",https://letterboxd.com//film/star-wars-the-rise-of-skywalker/
Fifty Shades Darker,2017,James Foley,"['Drama', 'Romance']",2.5,1.88,118,"['Japan', 'USA']",English,['English'],157643,13631,10426,"['Dakota Johnson', 'Jamie Dornan', 'Eric Johnson', 'Eloise Mumford', 'Bella Heathcote', 'Rita Ora', 'Luke Grimes', 'Victor Rasuk', 'Max Martini', 'Bruce Altman', 'Kim Basinger', 'Marcia Gay Harden', 'Andrew Airlie', 'Robinne Lee', 'Amy Price-Francis', 'Fay Masterson', 'Ashleigh LaThrop', 'Paniz Zade', 'Carmen Dollard', 'Bill Dow', 'Julia Dominczak', 'Shiraine Haas', 'Elizabeth McLaughlin', 'John Callander', 'Ellen Ewusie', 'Stephan Miers', 'Albert Nicholas', 'Michael Meneer', 'Michael St. John Smith', 'Derek Green', 'Michelle Harrison', 'Mark DeCarlo', 'Stephanie Florian', 'Lucia Walters', 'Colin Lawrence', 'Isaiah Dobbs']","['Universal Pictures', 'Michael De Luca Productions', 'dentsu', 'Fuji Television Network', 'Perfect World Pictures']",https://letterboxd.com//film/fifty-shades-darker/
Spider-Man: Homecoming,2017,Jon Watts,"['Action', 'Drama', 'Adventure', 'Science Fiction']",3,3.47,133,['USA'],English,['English'],2293039,300587,643009,"['Tom Holland', 'Michael Keaton', 'Robert Downey Jr.', 'Marisa Tomei', 'Jon Favreau', 'Gwyneth Paltrow', 'Zendaya', 'Donald Glover', 'Jacob Batalon', 'Laura Harrier', 'Tony Revolori', 'Bokeem Woodbine', 'Tyne Daly', 'Abraham Attah', 'Hannibal Buress', 'Kenneth Choi', 'Selenis Leyva', 'Angourie Rice', 'Martin Starr', 'Garcelle Beauvais', 'Michael Chernus', 'Michael Mando', 'Logan Marshall-Green', 'Jennifer Connelly', 'Gary Weeks', 'Christopher Berry', 'Jorge Lendeborg Jr.', 'Tunde Adebimpe', 'Tiffany Espensen', 'Isabella Amara', 'Michael Barbieri', 'Josie Totah', 'Hemky Madera', 'Zach Cherry', 'Kirk R. Thatcher', 'Yu Lew', 'Sondra James', 'Bob Adrian', 'Gary Richardson', 'Stan Lee', 'Joe Hang', 'Wayne Pére', 'Chris Evans', 'Alexa Laraki', 'Liza Fagin', 'Kerry Condon', 'John Penick', 'Ethan Dizon', 'Amy Hill', 'Miles Mussenden', 'Martha Kelly', 'Kevin LaRosa Jr.', 'Ren Colley', 'Jennifer Kim', 'Ari Groover', 'Louis Gonzalez', 'Stewart Steinberg', 'Andy Powers', 'Omar Capra', 'Nitin Nohria', 'Vince Foster', 'Brian Schaeffer', 'Chris Adams', 'Maiya Boyd', 'Rebeca Donovan', 'Elli', 'Nickolas Wolf', 'Jaine Ye', 'Gina Cordan', 'Friday Chamberlain', 'Dante Brattelli', 'Melissa Kay Glaze', 'Donald K. Overstreet', 'Hallie Ricardo', 'Doug Scroggins III', 'Marmee Regine Cosico', 'Harrison Osterfield', 'Chris Silcox']","['Marvel Studios', 'Pascal Pictures', 'LStar Capital', 'Columbia Pictures']",https://letterboxd.com//film/spider-man-homecoming/
